category,nom,type,niveau,original_image_url,local_url
equipements,Bloptes Reinette,Bottes,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11118.w40h40.png,images/11118.w40h40.png
equipements,Sac de Voyage du Parfait Petit Vulkain,Sac à dos,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/81062.w40h40.png,images/81062.w40h40.png
equipements,Ralentisseur mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151067.w40h40.png,images/151067.w40h40.png
equipements,Cuirassé Terre mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151019.w40h40.png,images/151019.w40h40.png
equipements,Ravageur Eau mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151052.w40h40.png,images/151052.w40h40.png
equipements,Sabots Aiguilles de Féline,Bottes,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11212.w40h40.png,images/11212.w40h40.png
equipements,Bloqueur mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151082.w40h40.png,images/151082.w40h40.png
equipements,Astucieux mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151094.w40h40.png,images/151094.w40h40.png
equipements,Saccageur Feu mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151112.w40h40.png,images/151112.w40h40.png
equipements,Saccageur Air mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151118.w40h40.png,images/151118.w40h40.png
equipements,Paralyseur mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151124.w40h40.png,images/151124.w40h40.png
equipements,Muraille Terre mineure,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151142.w40h40.png,images/151142.w40h40.png
equipements,Puissant mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151157.w40h40.png,images/151157.w40h40.png
equipements,Chaussettenlaine,Bottes,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170391.w40h40.png,images/170391.w40h40.png
equipements,Amuronce,Amulette,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170655.w40h40.png,images/170655.w40h40.png
equipements,Cape Ouginak,Cape,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17033.w40h40.png,images/17033.w40h40.png
equipements,Chapodindo,Chapeau,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16118.w40h40.png,images/16118.w40h40.png
equipements,Blopanneau Coco,Anneau,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9151.w40h40.png,images/9151.w40h40.png
equipements,Bloptes Coco,Bottes,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11119.w40h40.png,images/11119.w40h40.png
equipements,Blopture Indigo,Ceinture,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10139.w40h40.png,images/10139.w40h40.png
equipements,Engourdisseur mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151022.w40h40.png,images/151022.w40h40.png
equipements,Adamantin mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151004.w40h40.png,images/151004.w40h40.png
equipements,Ravageur Neutre mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151058.w40h40.png,images/151058.w40h40.png
equipements,Acrobate mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151001.w40h40.png,images/151001.w40h40.png
equipements,Ravageur Terre mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151061.w40h40.png,images/151061.w40h40.png
equipements,Vagabond mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151085.w40h40.png,images/151085.w40h40.png
equipements,Bastion mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151103.w40h40.png,images/151103.w40h40.png
equipements,Saccageur Neutre mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151109.w40h40.png,images/151109.w40h40.png
equipements,Bousculeur mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151133.w40h40.png,images/151133.w40h40.png
equipements,Robuste mineur,Trophée,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/151160.w40h40.png,images/151160.w40h40.png
equipements,Ceinturonce,Ceinture,Niv. 50,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170657.w40h40.png,images/170657.w40h40.png
equipements,Amulette de la Boule,Amulette,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1038.w40h40.png,images/1038.w40h40.png
equipements,Ceinture Chafeuse,Ceinture,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10053.w40h40.png,images/10053.w40h40.png
equipements,Chtévu,Ceinture,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10025.w40h40.png,images/10025.w40h40.png
equipements,String du Mulou,Ceinture,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10092.w40h40.png,images/10092.w40h40.png
equipements,Tutu Rose,Ceinture,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10148.w40h40.png,images/10148.w40h40.png
equipements,Ceinture de Gadjète,Ceinture,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10182.w40h40.png,images/10182.w40h40.png
equipements,Anneau de Gadjète,Anneau,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9202.w40h40.png,images/9202.w40h40.png
equipements,Anneau Rigami,Anneau,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9096.w40h40.png,images/9096.w40h40.png
equipements,Amulette de Logram,Amulette,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1190.w40h40.png,images/1190.w40h40.png
equipements,Bottes de Ragalde,Bottes,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11007.w40h40.png,images/11007.w40h40.png
equipements,Sandales Papayou,Bottes,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11132.w40h40.png,images/11132.w40h40.png
equipements,Amulette de Karotz,Amulette,Niv. 49,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1174.w40h40.png,images/1174.w40h40.png
equipements,Ceinture de Flash Gorgone,Ceinture,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10146.w40h40.png,images/10146.w40h40.png
equipements,Amulette du Boostache,Amulette,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1186.w40h40.png,images/1186.w40h40.png
equipements,L'Adelus,Ceinture,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10012.w40h40.png,images/10012.w40h40.png
equipements,Abranneau Sombre,Anneau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9017.w40h40.png,images/9017.w40h40.png
equipements,Scaranneau Noir,Anneau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9104.w40h40.png,images/9104.w40h40.png
equipements,Ceinture Cristaline,Ceinture,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10151.w40h40.png,images/10151.w40h40.png
equipements,Caleçon à bretelles du Parrain,Ceinture,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10152.w40h40.png,images/10152.w40h40.png
equipements,Anneau de Karotz,Anneau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9203.w40h40.png,images/9203.w40h40.png
equipements,Bottes d'Haku,Bottes,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11197.w40h40.png,images/11197.w40h40.png
equipements,Anneau Stradamus,Anneau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9078.w40h40.png,images/9078.w40h40.png
equipements,Bracelet Gume,Anneau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9252.w40h40.png,images/9252.w40h40.png
equipements,Kraignosse,Chapeau,Niv. 48,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16037.w40h40.png,images/16037.w40h40.png
equipements,Amulette des Abîmes,Amulette,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1022.w40h40.png,images/1022.w40h40.png
equipements,Masque Tromatisant,Chapeau,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16011.w40h40.png,images/16011.w40h40.png
equipements,Amulette du Craqueleur,Amulette,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1025.w40h40.png,images/1025.w40h40.png
equipements,Bottines du Black Wab,Bottes,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11131.w40h40.png,images/11131.w40h40.png
equipements,Printatanes,Bottes,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170600.w40h40.png,images/170600.w40h40.png
equipements,Amulette en Mousse,Amulette,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1106.w40h40.png,images/1106.w40h40.png
equipements,Bottes Hédivines,Bottes,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11221.w40h40.png,images/11221.w40h40.png
equipements,Harmonie,Amulette,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1122.w40h40.png,images/1122.w40h40.png
equipements,Ceinture Noire de Frank Lee Bruce,Ceinture,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10081.w40h40.png,images/10081.w40h40.png
equipements,Coiffe du Boufcoul,Chapeau,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16119.w40h40.png,images/16119.w40h40.png
equipements,Amulette Papayou,Amulette,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1144.w40h40.png,images/1144.w40h40.png
equipements,Bottes des 1001 Griffes,Bottes,Niv. 47,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170674.w40h40.png,images/170674.w40h40.png
equipements,Abracaska,Chapeau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16040.w40h40.png,images/16040.w40h40.png
equipements,Scarature Verte,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10067.w40h40.png,images/10067.w40h40.png
equipements,Scarature Bleue,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10070.w40h40.png,images/10070.w40h40.png
equipements,Bottes de Grilliane,Bottes,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11164.w40h40.png,images/11164.w40h40.png
equipements,Scarature Rouge,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10068.w40h40.png,images/10068.w40h40.png
equipements,Pendule du Gudule,Amulette,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1090.w40h40.png,images/1090.w40h40.png
equipements,Palmano,Anneau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9141.w40h40.png,images/9141.w40h40.png
equipements,Bottes de Traçon,Bottes,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11186.w40h40.png,images/11186.w40h40.png
equipements,Gladialeçon,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10221.w40h40.png,images/10221.w40h40.png
equipements,L'Abramu,Amulette,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1016.w40h40.png,images/1016.w40h40.png
equipements,Cape Ricéfini,Cape,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17079.w40h40.png,images/17079.w40h40.png
equipements,Coiffe en Mousse,Chapeau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16143.w40h40.png,images/16143.w40h40.png
equipements,Anneau de Grouillot,Anneau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9201.w40h40.png,images/9201.w40h40.png
equipements,Ceinture Vioutifoule,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10035.w40h40.png,images/10035.w40h40.png
equipements,Goyave,Chapeau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16088.w40h40.png,images/16088.w40h40.png
equipements,Ceinture du Black Wab,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10153.w40h40.png,images/10153.w40h40.png
equipements,Masque du Kanniboul Ebil,Chapeau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16299.w40h40.png,images/16299.w40h40.png
equipements,Amulette d'Haku,Amulette,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1199.w40h40.png,images/1199.w40h40.png
equipements,Anneau d'Haku,Anneau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9233.w40h40.png,images/9233.w40h40.png
equipements,Abranneau Mou,Anneau,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9011.w40h40.png,images/9011.w40h40.png
equipements,Scarature Blanche,Ceinture,Niv. 46,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10069.w40h40.png,images/10069.w40h40.png
equipements,Sac du Petit Moskito,Sac à dos,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/81059.w40h40.png,images/81059.w40h40.png
equipements,Scaracape Rouge,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17072.w40h40.png,images/17072.w40h40.png
equipements,Scaracape Blanche,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17071.w40h40.png,images/17071.w40h40.png
equipements,Beignature,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10147.w40h40.png,images/10147.w40h40.png
equipements,Amulette de Traçon,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1188.w40h40.png,images/1188.w40h40.png
equipements,Ceinture Nikoti,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10231.w40h40.png,images/10231.w40h40.png
equipements,Bottes du Tofu Céleste,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170027.w40h40.png,images/170027.w40h40.png
equipements,Alliance du Tofu Céleste,Anneau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170028.w40h40.png,images/170028.w40h40.png
equipements,Printanneau,Anneau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170601.w40h40.png,images/170601.w40h40.png
equipements,Abrature,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10030.w40h40.png,images/10030.w40h40.png
equipements,Corbacape,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17054.w40h40.png,images/17054.w40h40.png
equipements,Bracelet du Tétounik,Anneau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9168.w40h40.png,images/9168.w40h40.png
equipements,Ceinture de Percimol,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10189.w40h40.png,images/10189.w40h40.png
equipements,Ceinture du Boostache,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10197.w40h40.png,images/10197.w40h40.png
equipements,Gladiabottes,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11211.w40h40.png,images/11211.w40h40.png
equipements,Abrabottes,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11027.w40h40.png,images/11027.w40h40.png
equipements,La Feuille d'Eté,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1063.w40h40.png,images/1063.w40h40.png
equipements,Amulette Scarabosse Doré,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1096.w40h40.png,images/1096.w40h40.png
equipements,Coiffe du Tofu Céleste,Chapeau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170025.w40h40.png,images/170025.w40h40.png
equipements,Ceinture du Tofu Céleste,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170026.w40h40.png,images/170026.w40h40.png
equipements,Amulette du Tofu Céleste,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170029.w40h40.png,images/170029.w40h40.png
equipements,Abracapa,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17043.w40h40.png,images/17043.w40h40.png
equipements,Mégature,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10034.w40h40.png,images/10034.w40h40.png
equipements,Scaracape Verte,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17074.w40h40.png,images/17074.w40h40.png
equipements,Scaracape Bleue,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17073.w40h40.png,images/17073.w40h40.png
equipements,Anneau Paupayahn,Anneau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9160.w40h40.png,images/9160.w40h40.png
equipements,Bottes de Kubitus,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11173.w40h40.png,images/11173.w40h40.png
equipements,Bottes de Stroud,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11179.w40h40.png,images/11179.w40h40.png
equipements,Pagne du Chafer Rōnin,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10228.w40h40.png,images/10228.w40h40.png
equipements,Cape du Tofu Céleste,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170024.w40h40.png,images/170024.w40h40.png
equipements,Lainture,Ceinture,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170392.w40h40.png,images/170392.w40h40.png
equipements,Chaîne de la Liche,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1012.w40h40.png,images/1012.w40h40.png
equipements,Cape du Corbac,Cape,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17197.w40h40.png,images/17197.w40h40.png
equipements,Corbottes,Bottes,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11037.w40h40.png,images/11037.w40h40.png
equipements,Corbacoiffe,Chapeau,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16050.w40h40.png,images/16050.w40h40.png
equipements,Amulette du Vampyre,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1146.w40h40.png,images/1146.w40h40.png
equipements,Amulette de Grilliane,Amulette,Niv. 45,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1164.w40h40.png,images/1164.w40h40.png
equipements,Cape du Vampire,Cape,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17017.w40h40.png,images/17017.w40h40.png
equipements,L'Eni Kère,Bottes,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11029.w40h40.png,images/11029.w40h40.png
equipements,Anneau du Tofu,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9100.w40h40.png,images/9100.w40h40.png
equipements,Ceinture en Mousse,Ceinture,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10102.w40h40.png,images/10102.w40h40.png
equipements,Bottes de Grouillot,Bottes,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11175.w40h40.png,images/11175.w40h40.png
equipements,Bottes du Cœur Vaillant,Bottes,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/170458.w40h40.png,images/170458.w40h40.png
equipements,Cape du Coq Hû,Cape,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17010.w40h40.png,images/17010.w40h40.png
equipements,Chance à Mulette,Amulette,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1026.w40h40.png,images/1026.w40h40.png
equipements,L'Amulette du Puzzle de la Griffe,Amulette,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1036.w40h40.png,images/1036.w40h40.png
equipements,Scaracoiffe Rouge,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16077.w40h40.png,images/16077.w40h40.png
equipements,Cape Huccino,Cape,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17200.w40h40.png,images/17200.w40h40.png
equipements,Cape en Mousse,Cape,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/17109.w40h40.png,images/17109.w40h40.png
equipements,Anneau du Boostache,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9214.w40h40.png,images/9214.w40h40.png
equipements,Kabuto du Chafer Rōnin,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16334.w40h40.png,images/16334.w40h40.png
equipements,Bottes de Grüt,Bottes,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11150.w40h40.png,images/11150.w40h40.png
equipements,Anneau de Gobeuf,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9180.w40h40.png,images/9180.w40h40.png
equipements,Slip de Rechange du Captain Chafer,Ceinture,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10234.w40h40.png,images/10234.w40h40.png
equipements,Puissance de Crocoburio,Ceinture,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/10018.w40h40.png,images/10018.w40h40.png
equipements,Anneau Forain,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9050.w40h40.png,images/9050.w40h40.png
equipements,Scaracoiffe Blanche,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16079.w40h40.png,images/16079.w40h40.png
equipements,Moskitogalurette,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16080.w40h40.png,images/16080.w40h40.png
equipements,Scaracoiffe Verte,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16078.w40h40.png,images/16078.w40h40.png
equipements,Scaracoiffe Bleue,Chapeau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/16076.w40h40.png,images/16076.w40h40.png
equipements,Anneau Hé,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9086.w40h40.png,images/9086.w40h40.png
equipements,Fulgu au poing,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9169.w40h40.png,images/9169.w40h40.png
equipements,Mitaines de Chisp,Anneau,Niv. 44,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9173.w40h40.png,images/9173.w40h40.png
equipements,Amulette du Moskito,Amulette,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1075.w40h40.png,images/1075.w40h40.png
equipements,Anneau en Mousse,Anneau,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9112.w40h40.png,images/9112.w40h40.png
equipements,Tartamulette,Amulette,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1138.w40h40.png,images/1138.w40h40.png
equipements,Anneau de Slait,Anneau,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9167.w40h40.png,images/9167.w40h40.png
equipements,Les Chaplures,Bottes,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11138.w40h40.png,images/11138.w40h40.png
equipements,La Chaplivate,Amulette,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/1145.w40h40.png,images/1145.w40h40.png
equipements,Bottes de Laikteur,Bottes,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/11148.w40h40.png,images/11148.w40h40.png
equipements,Anneau de Grizou,Anneau,Niv. 43,https://static.ankama.com/dofus-touch/www/img/../../../dofus-touch/www/game/items/52/9181.w40h40.png,images/9181.w40h40.png
